INTLDES,NORAD_CAT_ID,OBJECT_TYPE,SATNAME,COUNTRY,LAUNCH,SITE,DECAY,PERIOD,INCLINATION,APOGEE,PERIGEE,COMMENT,COMMENTCODE,RCSVALUE,RCS_SIZE,FILE,LAUNCH_YEAR,LAUNCH_NUM,LAUNCH_PIECE,CURRENT,OBJECT_NAME,OBJECT_ID,OBJECT_NUMBER
1965-082HW,1990,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1969-01-09,90.72,32.15,317,303,,,0,,1,1965,82,HW,Y,TITAN 3C TRANSTAGE DEB,1965-082HW,1990
1968-117B,3625,ROCKET BODY,SL-7 R/B,CIS,1968-12-19,PKMTR,1969-01-07,89.43,71.02,322,171,,,0,,1,1968,117,B,Y,SL-7 R/B,1968-117B,3625
1969-001C,3646,DEBRIS,SL-6 PLAT,CIS,1969-01-05,TTMTR,1969-01-07,88.61,51.8,226,186,,,0,,1,1969,1,C,Y,SL-6 PLAT,1969-001C,3646
1968-117C,3628,DEBRIS,SL-7 DEB,CIS,1968-12-19,PKMTR,1969-01-06,93.74,71.06,616,299,,,0,,1,1968,117,C,Y,SL-7 DEB,1968-117C,3628
1969-001B,3643,ROCKET BODY,SL-6 R/B,CIS,1969-01-05,TTMTR,1969-01-06,88.3,51.79,197,185,,,0,,1,1969,1,B,Y,SL-6 R/B,1969-001B,3643
1965-082BU,1713,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1969-01-02,93.16,32.61,429,429,,,0,,1,1965,82,BU,Y,TITAN 3C TRANSTAGE DEB,1965-082BU,1713
1968-061B,3327,ROCKET BODY,SL-7 R/B,CIS,1968-07-18,PKMTR,1969-01-01,88.58,81.86,262,147,,,0,,1,1968,61,B,Y,SL-7 R/B,1968-061B,3327
1967-082A,2925,PAYLOAD,COSMOS 174,CIS,1967-08-31,TTMTR,1968-12-30,147.36,65.3,5601,125,,,0,,1,1967,82,A,Y,COSMOS 174,1967-082A,2925
1968-090B,3571,DEBRIS,COSMOS 248 DEB,CIS,1968-10-19,TTMTR,1968-12-28,91.07,62.13,327,327,,,0,,1,1968,90,B,Y,COSMOS 248 DEB,1968-090B,3571
1968-112A,3604,PAYLOAD,OPS 4740,US,1968-12-12,AFWTR,1968-12-28,86.96,81.02,137,111,,,0,,1,1968,112,A,Y,OPS 4740,1968-112A,3604
1968-109B,3596,ROCKET BODY,DELTA 1 R/B,US,1968-12-05,AFETR,1968-12-27,90.6,28.3,455,153,,,0,,1,1968,109,B,Y,DELTA 1 R/B,1968-109B,3596
1968-118A,3626,PAYLOAD,APOLLO 8,US,1968-12-21,AFETR,1968-12-27,24399.41,30.71,544356,215,,,0,,1,1968,118,A,Y,APOLLO 8,1968-118A,3626
1965-055A,1447,PAYLOAD,OPS 8411,US,1965-07-17,AFWTR,1968-12-18,87.9,70.15,171,171,,,0,,1,1965,55,A,Y,OPS 8411,1965-055A,1447
1968-111A,3602,PAYLOAD,COSMOS 258,CIS,1968-12-10,TTMTR,1968-12-18,89.5,64.97,296,203,,,0,,1,1968,111,A,Y,COSMOS 258,1968-111A,3602
1968-111B,3603,ROCKET BODY,SL-3 R/B,CIS,1968-12-10,TTMTR,1968-12-17,87.52,64.98,152,152,,,0,,1,1968,111,B,Y,SL-3 R/B,1968-111B,3603
1965-082JY,2100,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1968-12-13,90.08,32.41,306,251,,,0,,1,1965,82,JY,Y,TITAN 3C TRANSTAGE DEB,1965-082JY,2100
1968-090E,3580,DEBRIS,COSMOS 248 DEB,CIS,1968-10-19,TTMTR,1968-12-13,92.32,62.16,395,382,,,0,,1,1968,90,E,Y,COSMOS 248 DEB,1968-090E,3580
1968-108A,3594,PAYLOAD,OPS 6518,US,1968-12-04,AFWTR,1968-12-12,91.83,106.18,593,135,,,0,,1,1968,108,A,Y,OPS 6518,1968-108A,3594
1968-105A,3574,PAYLOAD,COSMOS 255,CIS,1968-11-29,PKMTR,1968-12-07,89.51,65.42,307,194,,,0,,1,1968,105,A,Y,COSMOS 255,1968-105A,3574
1968-105B,3575,ROCKET BODY,SL-3 R/B,CIS,1968-11-29,PKMTR,1968-12-05,87.91,65.41,190,152,,,0,,1,1968,105,B,Y,SL-3 R/B,1968-105B,3575
1965-082KL,2574,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1968-12-03,94.34,31.75,508,465,,,0,,1,1965,82,KL,Y,TITAN 3C TRANSTAGE DEB,1965-082KL,2574
1968-104A,3562,PAYLOAD,COSMOS 254,CIS,1968-11-21,PKMTR,1968-11-29,89.74,65.4,328,196,,,0,,1,1968,104,A,Y,COSMOS 254,1968-104A,3562
1968-104B,3563,ROCKET BODY,SL-3 R/B,CIS,1968-11-21,PKMTR,1968-11-27,88.38,65.38,229,159,,,0,,1,1968,104,B,Y,SL-3 R/B,1968-104B,3563
1968-098A,3531,PAYLOAD,OPS 1315,US,1968-11-03,AFWTR,1968-11-23,87.72,82.15,191,132,,,0,,1,1968,98,A,Y,OPS 1315,1968-098A,3531
1968-099A,3532,PAYLOAD,OPS 5296,US,1968-11-06,AFWTR,1968-11-20,88.99,105.99,317,133,,,0,,1,1968,99,A,Y,OPS 5296,1968-099A,3532
1968-102B,3543,ROCKET BODY,SL-3 R/B,CIS,1968-11-13,PKMTR,1968-11-20,87.9,65.4,182,159,,,0,,1,1968,102,B,Y,SL-3 R/B,1968-102B,3543
1968-096A,3528,PAYLOAD,COSMOS 251,CIS,1968-10-31,TTMTR,1968-11-18,88.07,64.92,193,164,,,0,,1,1968,96,A,Y,COSMOS 251,1968-096A,3528
1968-102A,3542,PAYLOAD,COSMOS 253,CIS,1968-11-13,PKMTR,1968-11-18,89.79,65.42,331,197,,,0,,1,1968,102,A,Y,COSMOS 253,1968-102A,3542
1968-101A,3535,PAYLOAD,ZOND 6,CIS,1968-11-10,TTMTR,1968-11-17,,,,,CIRCUMLUNAR,,0,,1,1968,101,A,Y,ZOND 6,1968-101A,3535
1968-083B,3458,ROCKET BODY,SL-7 R/B,CIS,1968-10-03,PKMTR,1968-11-16,88.11,70.94,186,176,,,0,,1,1968,83,B,Y,SL-7 R/B,1968-083B,3458
1968-096C,3540,DEBRIS,COSMOS 251 DEB,CIS,1968-10-31,TTMTR,1968-11-16,88.96,64.95,230,217,,,0,,1,1968,96,C,Y,COSMOS 251 DEB,1968-096C,3540
1968-079A,3414,PAYLOAD,COSMOS 242,CIS,1968-09-20,PKMTR,1968-11-13,87.69,70.94,160,160,,,0,,1,1968,79,A,Y,COSMOS 242,1968-079A,3414
1968-101C,3537,ROCKET BODY,SL-12 R/B,CIS,1968-11-10,TTMTR,1968-11-13,87.82,51.47,192,141,,,0,,1,1968,101,C,Y,SL-12 R/B,1968-101C,3537
1968-101D,3538,DEBRIS,SL-12 DEB,CIS,1968-11-10,TTMTR,1968-11-13,87.92,51.47,177,166,,,0,,1,1968,101,D,Y,SL-12 DEB,1968-101D,3538
1968-101E,3539,DEBRIS,SL-12 DEB,CIS,1968-11-10,TTMTR,1968-11-13,88.04,51.54,184,171,,,0,,1,1968,101,E,Y,SL-12 DEB,1968-101E,3539
1968-096D,3541,DEBRIS,COSMOS 251 DEB,CIS,1968-10-31,TTMTR,1968-11-13,89.6,64.9,258,249,,5,0,,1,1968,96,D,Y,COSMOS 251 DEB,1968-096D,3541
1968-101B,3536,DEBRIS,SL-12 PLAT,CIS,1968-11-10,TTMTR,1968-11-12,87.99,51.49,175,175,,,0,,1,1968,101,B,Y,SL-12 PLAT,1968-101B,3536
1968-028A,3181,PAYLOAD,COSMOS 211,CIS,1968-04-09,PKMTR,1968-11-10,87.93,81.76,201,144,,,0,,1,1968,28,A,Y,COSMOS 211,1968-028A,3181
1968-059A,3318,PAYLOAD,OV1-15 (SPADES),US,1968-07-11,AFWTR,1968-11-06,88.44,89.77,275,120,,,0,,1,1968,59,A,Y,OV1-15 (SPADES),1968-059A,3318
1968-041C,3265,DEBRIS,SCOUT B DEB,US,1968-05-17,AFWTR,1968-11-04,91.2,96.93,378,288,,,0,,1,1968,41,C,Y,SCOUT B DEB,1968-041C,3265
1968-085C,3471,DEBRIS,SL-6 PLAT,CIS,1968-10-05,TTMTR,1968-11-04,88.01,64.93,189,163,,,0,,1,1968,85,C,Y,SL-6 PLAT,1968-085C,3471
1968-048A,3279,PAYLOAD,COSMOS 225,CIS,1968-06-11,KYMTR,1968-11-02,87.69,48.44,165,156,,,0,,1,1968,48,A,Y,COSMOS 225,1968-048A,3279
1968-056A,3308,PAYLOAD,COSMOS 230,CIS,1968-07-05,KYMTR,1968-11-02,88.19,48.43,196,174,,,0,,1,1968,56,A,Y,COSMOS 230,1968-056A,3308
1968-096B,3529,ROCKET BODY,SL-4 R/B,CIS,1968-10-31,TTMTR,1968-11-02,88.8,64.9,233,209,,5,0,,1,1968,96,B,Y,SL-4 R/B,1968-096B,3529
1968-085B,3470,ROCKET BODY,SL-6 R/B(1),CIS,1968-10-05,TTMTR,1968-10-30,87.7,64.95,160,160,,,0,,1,1968,85,B,Y,SL-6 R/B(1),1968-085B,3470
1968-094A,3516,PAYLOAD,SOYUZ 3,CIS,1968-10-26,TTMTR,1968-10-30,88.8,51.67,232,199,,,0,,1,1968,94,A,Y,SOYUZ 3,1968-094A,3516
1968-093A,3511,PAYLOAD,SOYUZ 2,CIS,1968-10-25,TTMTR,1968-10-28,88.41,51.67,211,181,,,0,,1,1968,93,A,Y,SOYUZ 2,1968-093A,3511
1968-094B,3517,ROCKET BODY,SL-4 R/B,CIS,1968-10-26,TTMTR,1968-10-28,87.99,51.66,180,170,,,0,,1,1968,94,B,Y,SL-4 R/B,1968-094B,3517
1968-093B,3512,ROCKET BODY,SL-4 R/B,CIS,1968-10-25,TTMTR,1968-10-27,88.1,51.72,180,180,,,0,,1,1968,93,B,Y,SL-4 R/B,1968-093B,3512
1965-020BJ,1484,DEBRIS,SL-8 DEB,CIS,1965-03-15,TTMTR,1968-10-24,90.18,55.89,346,220,,,0,,1,1965,20,BJ,Y,SL-8 DEB,1965-020BJ,1484
1967-062B,2851,PAYLOAD,OPS 1873,US,1967-06-16,AFWTR,1968-10-22,88.28,80.18,197,182,,,0,,1,1967,62,B,Y,OPS 1873,1967-062B,2851
1968-079B,3415,ROCKET BODY,SL-7 R/B,CIS,1968-09-20,PKMTR,1968-10-22,88.03,70.95,178,177,,,0,,1,1968,79,B,Y,SL-7 R/B,1968-079B,3415
1968-089A,3486,PAYLOAD,APOLLO 7,US,1968-10-11,AFETR,1968-10-22,90.52,29.89,437,163,,,0,,1,1968,89,A,Y,APOLLO 7,1968-089A,3486
1968-091B,3505,ROCKET BODY,SL-11 R/B,CIS,1968-10-20,TTMTR,1968-10-21,87.5,62.25,174,127,,,0,,1,1968,91,B,Y,SL-11 R/B,1968-091B,3505
1965-112L,1906,DEBRIS,SL-8 DEB,CIS,1965-12-28,TTMTR,1968-10-19,90.51,56.2,300,300,,,0,,1,1965,112,L,Y,SL-8 DEB,1965-112L,1906
1968-088A,3484,PAYLOAD,COSMOS 247,CIS,1968-10-11,PKMTR,1968-10-19,89.87,65.42,337,199,,,0,,1,1968,88,A,Y,COSMOS 247,1968-088A,3484
1964-076A,931,PAYLOAD,EXPLORER 24 (ADI-2),US,1964-11-21,AFWTR,1968-10-18,92.22,81.27,403,363,,,0,,1,1964,76,A,Y,EXPLORER 24 (ADI-2),1964-076A,931
1968-088B,3485,ROCKET BODY,SL-3 R/B,CIS,1968-10-11,PKMTR,1968-10-18,88.08,65.41,193,165,,,0,,1,1968,88,B,Y,SL-3 R/B,1968-088B,3485
1968-089B,3487,ROCKET BODY,SATURN 1B R/B,US,1968-10-11,AFETR,1968-10-18,87.45,31.62,148,148,,,0,,1,1968,89,B,Y,SATURN 1B R/B,1968-089B,3487
1968-068A,3344,PAYLOAD,ATS 4,US,1968-08-10,AFETR,1968-10-17,88.4,29.02,219,171,,,0,,1,1968,68,A,Y,ATS 4,1968-068A,3344
1965-112M,1907,DEBRIS,SL-8 DEB,CIS,1965-12-28,TTMTR,1968-10-16,91.02,56.28,327,322,,,0,,1,1965,112,M,Y,SL-8 DEB,1965-112M,1907
1968-056B,3309,ROCKET BODY,SL-7 R/B,CIS,1968-07-05,KYMTR,1968-10-16,88.15,48.37,195,171,,,0,,1,1968,56,B,Y,SL-7 R/B,1968-056B,3309
1968-015B,3143,ROCKET BODY,SL-7 R/B,CIS,1968-03-05,PKMTR,1968-10-13,88.15,70.94,193,173,,,0,,1,1968,15,B,Y,SL-7 R/B,1968-015B,3143
1968-080C,3452,DEBRIS,SL-4 DEB,CIS,1968-09-23,TTMTR,1968-10-12,87.83,71.29,181,153,,,0,,1,1968,80,C,Y,SL-4 DEB,1968-080C,3452
1968-087A,3473,PAYLOAD,COSMOS 246,CIS,1968-10-07,PKMTR,1968-10-12,89.11,65.36,317,144,,,0,,1,1968,87,A,Y,COSMOS 246,1968-087A,3473
1968-044A,3272,PAYLOAD,COSMOS 222,CIS,1968-05-30,PKMTR,1968-10-11,87.85,70.9,176,161,,,0,,1,1968,44,A,Y,COSMOS 222,1968-044A,3272
1968-078A,3408,PAYLOAD,OPS 0165,US,1968-09-18,AFWTR,1968-10-08,88.91,83.03,274,167,,,0,,1,1968,78,A,Y,OPS 0165,1968-078A,3408
1968-087B,3474,ROCKET BODY,SL-3 R/B,CIS,1968-10-07,PKMTR,1968-10-08,87.73,65.38,190,134,,,0,,1,1968,87,B,Y,SL-3 R/B,1968-087B,3474
1968-080A,3418,PAYLOAD,COSMOS 243,CIS,1968-09-23,TTMTR,1968-10-04,89.36,71.32,285,200,,,0,,1,1968,80,A,Y,COSMOS 243,1968-080A,3418
1968-082C,3451,DEBRIS,SL-11 PLAT,CIS,1968-10-02,TTMTR,1968-10-03,87.9,49.5,193,155,,5,0,,1,1968,82,C,Y,SL-11 PLAT,1968-082C,3451
1968-082A,3449,PAYLOAD,COSMOS 244,CIS,1968-10-02,TTMTR,1968-10-02,87.4,49.6,158,140,,5,0,,1,1968,82,A,Y,COSMOS 244,1968-082A,3449
1968-082B,3450,ROCKET BODY,SL-11 R/B,CIS,1968-10-02,TTMTR,1968-10-02,87.4,49.6,158,140,,5,0,,1,1968,82,B,Y,SL-11 R/B,1968-082B,3450
1968-080B,3419,ROCKET BODY,SL-4 R/B,CIS,1968-09-23,TTMTR,1968-09-29,88.01,71.32,190,162,,,0,,1,1968,80,B,Y,SL-4 R/B,1968-080B,3419
1968-074A,3375,PAYLOAD,OPS 5247,US,1968-09-10,AFWTR,1968-09-25,89.12,106.02,320,142,,,0,,1,1968,74,A,Y,OPS 5247,1968-074A,3375
1968-077A,3398,PAYLOAD,COSMOS 241,CIS,1968-09-16,PKMTR,1968-09-24,89.68,65.43,320,197,,,0,,1,1968,77,A,Y,COSMOS 241,1968-077A,3398
1965-020B,1268,PAYLOAD,COSMOS 62,CIS,1965-03-15,TTMTR,1968-09-24,87.9,55.96,185,156,,,0,MEDIUM,5922,1965,20,B,Y,COSMOS 62,1965-020B,1268
1968-077B,3399,ROCKET BODY,SL-3 R/B,CIS,1968-09-16,PKMTR,1968-09-22,88.12,65.42,200,164,,,0,,1,1968,77,B,Y,SL-3 R/B,1968-077B,3399
1968-075A,3388,PAYLOAD,COSMOS 240,CIS,1968-09-14,TTMTR,1968-09-21,89.22,51.81,278,193,,,0,,1,1968,75,A,Y,COSMOS 240,1968-075A,3388
1968-076A,3394,PAYLOAD,ZOND 5,CIS,1968-09-14,TTMTR,1968-09-21,,,,,CIRCUMLUNAR,,0,MEDIUM,5942,1968,76,A,Y,ZOND 5,1968-076A,3394
1965-020CP,1543,DEBRIS,SL-8 DEB,CIS,1965-03-15,TTMTR,1968-09-19,90.23,55.96,343,229,,,0,,1,1965,20,CP,Y,SL-8 DEB,1965-020CP,1543
1968-076C,3396,ROCKET BODY,SL-12 R/B,CIS,1968-09-14,TTMTR,1968-09-18,87.69,51.51,160,160,,,0,,1,1968,76,C,Y,SL-12 R/B,1968-076C,3396
1968-075B,3389,ROCKET BODY,SL-3 R/B,CIS,1968-09-14,TTMTR,1968-09-17,87.93,51.81,188,156,,,0,,1,1968,75,B,Y,SL-3 R/B,1968-075B,3389
1967-014D,2681,DEBRIS,DIAMANT DEB,FR,1967-02-15,HGSTR,1968-09-16,93.38,39.56,531,348,,,0,,1,1967,14,D,Y,DIAMANT DEB,1967-014D,2681
1968-076B,3395,DEBRIS,SL-12 PLAT,CIS,1968-09-14,TTMTR,1968-09-16,88.8,51.6,235,203,,5,0,,1,1968,76,B,Y,SL-12 PLAT,1968-076B,3395
1968-076D,3397,DEBRIS,SL-12 DEB,CIS,1968-09-14,TTMTR,1968-09-16,88.8,51.6,240,205,,5,0,,1,1968,76,D,Y,SL-12 DEB,1968-076D,3397
1964-051E,875,DEBRIS,SCOUT X-4 DEB,US,1964-08-25,AFWTR,1968-09-16,92.21,79.73,406,360,,,0,,6929,1964,51,E,Y,SCOUT X-4 DEB,1964-051E,875
1965-011A,1089,PAYLOAD,COSMOS 54,CIS,1965-02-21,TTMTR,1968-09-15,88.1,55.96,197,164,,,0,,1,1965,11,A,Y,COSMOS 54,1965-011A,1089
1968-073A,3353,PAYLOAD,COSMOS 239,CIS,1968-09-05,TTMTR,1968-09-13,89.07,51.8,260,197,,,0,,1,1968,73,A,Y,COSMOS 239,1968-073A,3353
1965-082EE,1862,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1968-09-11,93.92,32.56,485,447,,,0,,1,1965,82,EE,Y,TITAN 3C TRANSTAGE DEB,1965-082EE,1862
1966-092A,2501,PAYLOAD,MOLNIYA 1-4,CIS,1966-10-20,TTMTR,1968-09-11,712.48,64.98,39911,181,,,0,,1,1966,92,A,Y,MOLNIYA 1-4,1966-092A,2501
1965-020BR,1491,DEBRIS,SL-8 DEB,CIS,1965-03-15,TTMTR,1968-09-10,91.56,55.99,367,335,,,0,,1,1965,20,BR,Y,SL-8 DEB,1965-020BR,1491
1968-073B,3354,ROCKET BODY,SL-3 R/B,CIS,1968-09-05,TTMTR,1968-09-09,87.7,51.8,172,149,,,0,,1,1968,73,B,Y,SL-3 R/B,1968-073B,3354
1965-105B,1842,ROCKET BODY,DELTA 1 R/B,US,1965-12-16,AFETR,1968-09-06,88.07,30.17,192,166,,,0,,1,1965,105,B,Y,DELTA 1 R/B,1965-105B,1842
1968-071A,3348,PAYLOAD,COSMOS 237,CIS,1968-08-27,PKMTR,1968-09-04,89.6,65.4,312,197,,,0,,1,1968,71,A,Y,COSMOS 237,1968-071A,3348
1968-071B,3350,ROCKET BODY,SL-3 R/B,CIS,1968-08-27,PKMTR,1968-09-04,87.75,65.4,179,147,,,0,,1,1968,71,B,Y,SL-3 R/B,1968-071B,3350
1968-025E,3187,DEBRIS,SATURN 5 DEB,US,1968-04-04,AFETR,1968-09-03,87.32,32.58,149,134,,,0,,1,1968,25,E,Y,SATURN 5 DEB,1968-025E,3187
1965-082JD,2043,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1968-09-01,90.37,32.07,317,267,,,0,,1,1965,82,JD,Y,TITAN 3C TRANSTAGE DEB,1965-082JD,2043
1968-072A,3351,PAYLOAD,COSMOS 238,CIS,1968-08-28,TTMTR,1968-09-01,88.67,51.67,225,192,,,0,,1,1968,72,A,Y,COSMOS 238,1968-072A,3351
1968-072B,3352,ROCKET BODY,SL-4 R/B,CIS,1968-08-28,TTMTR,1968-08-30,88.11,51.72,203,159,,,0,,1,1968,72,B,Y,SL-4 R/B,1968-072B,3352
1968-065A,3336,PAYLOAD,OPS 5955,US,1968-08-07,AFWTR,1968-08-27,87.71,82.08,182,140,,,0,,1,1968,65,A,Y,OPS 5955,1968-065A,3336
1962-067B,504,PAYLOAD,INJUN 3,US,1962-12-13,AFWTR,1968-08-25,87.95,70.21,185,161,,,0,,1,1962,67,B,Y,INJUN 3,1962-067B,504
1965-050A,1422,PAYLOAD,OPS 6749,US,1965-06-25,AFWTR,1968-08-22,88.26,107.62,192,185,,,0,,1,1965,50,A,Y,OPS 6749,1965-050A,1422
1968-057C,3312,DEBRIS,SL-6 PLAT,CIS,1968-07-05,TTMTR,1968-08-22,87.84,64.99,167,167,,,0,,1,1968,57,C,Y,SL-6 PLAT,1968-057C,3312
1968-059B,3319,PAYLOAD,OV1-16 (CANNONBALL 1),US,1968-07-11,AFWTR,1968-08-19,87.45,89.77,176,120,,,0,,1,1968,59,B,Y,OV1-16 (CANNONBALL 1),1968-059B,3319
1965-082HR,1985,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1968-08-18,91.49,31.87,348,348,,,0,,1,1965,82,HR,Y,TITAN 3C TRANSTAGE DEB,1965-082HR,1985
1968-028B,3182,ROCKET BODY,SL-7 R/B,CIS,1968-04-09,PKMTR,1968-08-17,88.08,81.76,209,150,,,0,,1,1968,28,B,Y,SL-7 R/B,1968-028B,3182
1968-067A,3339,PAYLOAD,COSMOS 235,CIS,1968-08-09,TTMTR,1968-08-17,89.32,51.81,280,202,,,0,,1,1968,67,A,Y,COSMOS 235,1968-067A,3339
1968-059C,3320,ROCKET BODY,OV1-15 R/B(R MOD),US,1968-07-11,AFWTR,1968-08-16,88.37,89.82,253,135,,,0,,1,1968,59,C,Y,OV1-15 R/B(R MOD),1968-059C,3320
1968-064A,3335,PAYLOAD,OPS 5187,US,1968-08-06,AFWTR,1968-08-16,90.07,110.01,437,119,,,0,,1,1968,64,A,Y,OPS 5187,1968-064A,3335
1968-048B,3280,ROCKET BODY,SL-7 R/B,CIS,1968-06-11,KYMTR,1968-08-15,88.32,48.39,199,184,,,0,,1,1968,48,B,Y,SL-7 R/B,1968-048B,3280
1968-067B,3340,ROCKET BODY,SL-3 R/B,CIS,1968-08-09,TTMTR,1968-08-14,87.93,51.81,180,164,,,0,,1,1968,67,B,Y,SL-3 R/B,1968-067B,3340
1968-044B,3273,ROCKET BODY,SL-7 R/B,CIS,1968-05-30,PKMTR,1968-08-13,88.02,70.9,193,161,,,0,,1,1968,44,B,Y,SL-7 R/B,1968-044B,3273
1965-082GR,1956,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1968-08-12,90.16,31.86,294,271,,,0,,1,1965,82,GR,Y,TITAN 3C TRANSTAGE DEB,1965-082GR,1956
1968-057B,3311,ROCKET BODY,SL-6 R/B(1),CIS,1968-07-05,TTMTR,1968-08-09,88.12,65.03,191,172,,,0,,1,1968,57,B,Y,SL-6 R/B(1),1968-057B,3311
1967-111B,3030,ROCKET BODY,ATLAS AGENA D R/B,US,1967-11-05,AFETR,1968-08-08,96.03,27.92,1019,117,,,0,,1,1967,111,B,Y,ATLAS AGENA D R/B,1967-111B,3030
1968-062B,3333,ROCKET BODY,SL-3 R/B,CIS,1968-07-30,TTMTR,1968-08-07,88.24,51.82,196,179,,,0,,1,1968,62,B,Y,SL-3 R/B,1968-062B,3333
1968-062A,3332,PAYLOAD,COSMOS 234,CIS,1968-07-30,TTMTR,1968-08-05,89.49,51.83,292,207,,,0,,1,1968,62,A,Y,COSMOS 234,1968-062A,3332
1965-082CR,1754,DEBRIS,TITAN 3C TRANSTAGE DEB,US,1965-10-15,AFETR,1968-08-04,90.2,32.01,284,284,,,0,,1,1965,82,CR,Y,TITAN 3C TRANSTAGE DEB,1965-082CR,1754
1968-060B,3323,ROCKET BODY,SL-3 R/B,CIS,1968-07-16,PKMTR,1968-07-26,87.55,65.38,163,143,,,0,,1,1968,60,B,Y,SL-3 R/B,1968-060B,3323
1965-020F,1336,DEBRIS,SL-8 DEB,CIS,1965-03-15,TTMTR,1968-07-24,89.42,55.91,314,177,,,0,,1,1965,20,F,Y,SL-8 DEB,1965-020F,1336
1968-060A,3322,PAYLOAD,COSMOS 232,CIS,1968-07-16,PKMTR,1968-07-24,89.77,65.4,329,198,,,0,,1,1968,60,A,Y,COSMOS 232,1968-060A,3322
1968-058B,3317,ROCKET BODY,SL-3 R/B,CIS,1968-07-10,TTMTR,1968-07-20,87.51,64.95,157,145,,,0,,1,1968,58,B,Y,SL-3 R/B,1968-058B,3317
1968-057E,3314,DEBRIS,SL-6 DEB,CIS,1968-07-05,TTMTR,1968-07-18,90.55,65,366,237,,,0,,1,1968,57,E,Y,SL-6 DEB,1968-057E,3314
1968-058A,3316,PAYLOAD,COSMOS 231,CIS,1968-07-10,TTMTR,1968-07-18,89.64,64.98,311,202,,,0,,1,1968,58,A,Y,COSMOS 231,1968-058A,3316
1965-020EP,3163,DEBRIS,SL-8 DEB,CIS,1965-03-15,TTMTR,1968-07-16,91.99,56.11,412,333,,,0,,1,1965,20,EP,Y,SL-8 DEB,1965-020EP,3163
1968-052A,3296,PAYLOAD,OPS 5343,US,1968-06-20,AFWTR,1968-07-16,87.48,85,151,148,,,0,,1,1968,52,A,Y,OPS 5343,1968-052A,3296
1968-059D,3321,ROCKET BODY,OV1-16 R/B(P MOD),US,1968-07-11,AFWTR,1968-07-16,88.45,89.78,267,129,,,0,,1,1968,59,D,Y,OV1-16 R/B(P MOD),1968-059D,3321
1968-057D,3313,DEBRIS,SL-6 DEB,CIS,1968-07-05,TTMTR,1968-07-08,90.73,65.03,403,218,,,0,,1,1968,57,D,Y,SL-6 DEB,1968-057D,3313
1967-125A,3074,PAYLOAD,COSMOS 196,CIS,1967-12-19,KYMTR,1968-07-07,87.61,48.76,166,146,,,0,,1,1967,125,A,Y,COSMOS 196,1967-125A,3074
1968-053G,3306,DEBRIS,SL-4 DEB,CIS,1968-06-21,TTMTR,1968-07-07,87.51,51.61,151,151,,,0,,1,1968,53,G,Y,SL-4 DEB,1968-053G,3306
1965-084E,2098,DEBRIS,SL-7 DEB,CIS,1965-10-19,KYMTR,1968-07-06,88.96,48.41,228,218,,,0,,1,1965,84,E,Y,SL-7 DEB,1965-084E,2098
1965-042A,1388,PAYLOAD,EXPLORER 28 (IMP-3),US,1965-05-29,AFETR,1968-07-04,8341.72,53.61,227451,32289,,,0,,1,1965,42,A,Y,EXPLORER 28 (IMP-3),1965-042A,1388
1968-054A,3304,PAYLOAD,COSMOS 229,CIS,1968-06-26,PKMTR,1968-07-04,89.72,72.83,318,203,,,0,,1,1968,54,A,Y,COSMOS 229,1968-054A,3304
1968-054B,3305,ROCKET BODY,SL-3 R/B,CIS,1968-06-26,PKMTR,1968-07-04,87.82,72.79,172,161,,,0,,1,1968,54,B,Y,SL-3 R/B,1968-054B,3305
1961-015HF,654,DEBRIS,THOR ABLESTAR DEB,US,1961-06-29,AFETR,1968-07-03,92.17,67.26,421,341,,,0,,1,1961,15,HF,Y,THOR ABLESTAR DEB,1961-015HF,654
1968-053A,3298,PAYLOAD,COSMOS 228,CIS,1968-06-21,TTMTR,1968-07-03,88.79,51.62,230,199,,,0,,1,1968,53,A,Y,COSMOS 228,1968-053A,3298
1965-058C,1460,PAYLOAD,ERS 17,US,1965-07-20,AFETR,1968-07-01,2595.19,36.88,111791,566,,,0,,1,1965,58,C,Y,ERS 17,1965-058C,1460
1968-033A,3205,PAYLOAD,COSMOS 215,CIS,1968-04-18,KYMTR,1968-06-30,87.45,48.44,169,127,,,0,,1,1968,33,A,Y,COSMOS 215,1968-033A,3205
1967-031B,2744,ROCKET BODY,ATLAS AGENA D R/B,US,1967-04-06,AFETR,1968-06-29,92.64,28.29,682,125,,,0,,1,1967,31,B,Y,ATLAS AGENA D R/B,1967-031B,2744
1968-051A,3294,PAYLOAD,COSMOS 227,CIS,1968-06-18,TTMTR,1968-06-26,89.11,51.81,271,190,,,0,,1,1968,51,A,Y,COSMOS 227,1968-051A,3294
